ID,X,Y,Z
723,-3.0695934,6.7160454,6.6408954
724,0.9393246,3.6061113,10.248802
725,0.2414448,4.1730347,9.154698
726,0.07589294,4.28424,8.991779
727,0.16495341,3.981027,9.220655
728,-0.2766381,3.642262,9.25573
729,-0.34738374,3.5227962,9.339643
730,-0.52490616,3.5709178,9.36119
731,-1.3416529,3.8756871,9.1166315
732,0.026574498,3.6930172,9.288649
733,-0.22097532,4.0043697,9.124773
734,-0.12413403,4.2026014,9.059773
735,-0.61624104,4.4139996,8.932047
736,-0.08259641,4.0311832,9.229155
737,0.0702668,3.72019,9.3170185
738,-0.5377146,3.9807868,9.189054
739,-1.7735484,4.7793393,8.605013
740,-2.6643925,5.52534,7.513185
741,-0.567162,3.7400613,9.271531
742,0.09169398,3.4600708,9.464375
743,0.11994435,3.658422,9.349099
744,0.18255004,3.4339757,9.390878
745,0.14783558,3.518607,9.3874035
746,0.072182074,3.486526,9.39363
747,0.1067768,3.4606698,9.438877
748,0.016160166,3.4586349,9.399375
749,-0.005985246,3.4654584,9.393389
750,-0.022624234,3.4038098,9.457911
751,-0.012090199,3.3633494,9.4799385
752,-0.053268693,3.3677783,9.442827
753,-0.07290031,3.4591134,9.795121
754,-5.2466674,3.136748,7.1636467
755,-2.2797804,2.6751657,8.901283
756,4.270713,4.5304728,8.636019
757,0.6084602,6.9755654,6.266339
758,-0.2506621,4.7594686,8.424738
759,-2.5586925,5.074771,8.105127
760,-1.4533377,5.5191154,8.5918455
761,0.9552455,4.60876,9.060371
762,0.34103936,3.6374736,9.374237
763,0.16387607,3.687271,9.380583
764,0.24802864,3.7112117,9.406317
765,-2.2797804,5.9452653,7.3461967
766,4.846135,3.6014428,8.16007
767,2.5385826,0.41453815,10.223304
768,-0.80046684,6.2429714,7.532697
769,-0.38748485,5.2467866,8.192152
770,-0.8384134,4.3546257,9.106697
771,-0.40831357,3.675181,9.408352
772,0.18231061,3.558349,9.430979
773,0.4940223,3.8044624,9.27979
774,0.78131413,4.2722692,9.137939
775,1.2443328,4.30423,9.089219
776,0.7450435,4.4998283,9.012369
777,0.4289028,4.6887226,8.883447
778,0.10617828,4.6827374,8.839276
779,-0.33254027,4.7647347,9.439118
780,0.1908097,5.8978615,7.810054
781,-0.21020189,3.454924,9.667155
782,2.2138233,4.0785866,8.758356
783,1.100687,4.4609237,8.85388
784,0.13586512,4.8889885,8.771763
785,0.07122443,4.772996,9.029007
786,0.43524712,4.625279,8.589691
787,0.12317637,3.2145565,9.927154
788,0.35360837,3.8465984,9.255251
789,0.38616815,4.3363113,9.0752125
790,0.30393085,4.3876653,8.983162
791,0.6979995,4.2264223,9.229274
792,0.7807156,4.9233446,8.848373
793,0.26478735,4.6459875,8.895897
794,0.35037634,4.575002,8.85819
795,-0.42028403,4.605528,8.966043
796,0.42890272,4.5524983,9.284937
797,-0.6660383,4.81561,8.581672
798,0.055782497,2.96976,9.9220085
799,0.2155886,2.7909205,9.569118
800,0.12904194,2.3587856,9.962827
801,0.19859049,2.100223,9.779678
802,-0.5340037,3.3347404,9.408234
803,-0.4828897,3.9665427,8.949883
804,-0.10222803,2.738011,9.753702
805,-0.49833164,3.860125,9.154818
806,-1.0282655,4.29633,8.808273
807,-1.7030423,4.209663,8.402473
808,-3.609942,3.3057716,8.678991
809,0.6738191,3.7923722,9.854972
810,0.62689483,6.6778603,7.2716203
811,-1.0224001,6.490761,7.43023
812,-0.96937066,6.5458245,8.1834135
813,0.06703477,5.559217,8.684618
814,-0.08534962,5.462136,8.672048
815,-0.06835152,5.366971,8.627996
816,-0.16962191,5.443223,8.2138195
817,-0.09325015,5.33082,8.554379
818,-0.30464906,5.141805,8.628237
819,0.7822718,5.292514,8.87351
820,0.8459549,4.9672766,8.843347
821,0.4819321,4.5248466,8.975023
822,0.46912366,4.53526,9.006983
823,0.47510892,4.6932707,8.893023
824,0.5495654,4.843621,8.816173
825,0.64784306,4.9080224,8.869201
826,-0.29615003,4.61678,8.999802
827,-3.469408,4.9300475,7.8157983
828,-3.8092504,3.6006045,8.756081
829,-2.094118,6.9734106,6.907
830,-0.47403154,5.457588,8.169526
831,3.899149,4.505454,8.033782
832,4.030345,4.13401,8.27379
833,4.5641103,3.3528156,8.401516
834,3.897593,4.6604724,8.013671
835,3.2637553,4.9605722,8.206995
836,4.202721,5.926591,6.942672
837,4.095704,6.0387545,7.13013
838,4.1286235,5.9774656,7.021797
839,4.1001334,5.92731,7.116961
840,3.885263,5.9743533,7.2406173
841,3.8881364,5.961066,7.242772
842,3.7988365,5.9800997,7.355175
843,1.8860712,6.094897,7.5520887
844,0.52586377,6.6619387,7.560588
845,-0.44195065,6.558154,8.090403
846,0.03327797,6.352501,7.8994727
847,0.03794647,6.333709,7.8409376
848,-0.45870933,6.375844,7.8549423
849,-1.4137154,6.796726,7.279162
850,-2.2002964,6.8647184,6.9357285
851,-0.84631395,6.147447,8.025164
852,0.5398692,5.9579535,8.146902
853,0.4730739,6.0564713,8.085135
854,0.18937322,6.16648,8.1258335
855,0.4809745,6.1364336,8.055807
856,-0.14580062,6.0831656,8.104766
857,0.16100314,6.05707,8.137926
858,-0.8575662,5.9320974,8.275584
859,0.30249438,5.704059,8.499314
860,1.5078034,6.598136,7.238462
861,0.9535694,7.28189,6.9271097
862,0.7341504,7.1113114,7.076143
863,-0.7378613,6.7410636,7.56849
864,-0.14963119,6.2287264,7.8439302
865,-0.33469498,5.6724577,8.527086
866,-1.4280798,5.6309204,8.274629
867,-2.8542442,6.284869,7.6192436
868,0.39406866,7.2221575,6.625693
869,1.4563303,5.8661404,9.014046
870,1.20902,5.5671177,7.8263335
871,0.1715372,5.081595,9.096403
872,-0.3215275,5.0705814,8.568384
873,-0.7594081,5.7901278,8.090521
874,-0.17393127,5.666832,8.407141
875,-0.37707055,5.70801,8.283486
876,-0.34822163,5.622781,8.363808
877,-0.33900437,5.567237,8.436469
878,-1.8802055,6.195209,7.529345
879,-2.2435098,6.271821,7.5652566
880,-0.15968637,5.7837834,8.239195
881,-0.67597365,6.574314,8.001341
882,0.9623081,6.149721,7.395875
883,0.30680376,4.9531507,9.08922
884,0.32870972,5.8212514,8.1762295
885,-0.38233757,6.0919037,7.3326697
886,-0.98229873,5.881223,8.05916
887,-0.5095839,5.996259,7.9844637
888,-0.4312969,6.3564515,7.465663
889,-0.44446445,6.0573096,8.146784
890,0.30788112,5.6343913,7.7393084
891,0.6426958,5.5786085,9.15422
892,-0.022025708,5.709806,8.107401
893,-0.01197049,5.4782963,8.246857
894,-0.54381955,5.776122,8.571617
895,0.2547321,5.0040255,8.485428
896,0.09145456,4.7510886,8.725077
897,-0.55579007,5.34698,8.664027
898,-0.7123641,5.3498526,8.465676
899,-0.4056801,5.255765,8.454905
900,-0.6959645,5.205129,8.6183
901,-0.480735,5.084108,8.803365
902,-0.475468,5.207045,8.666063
903,-0.6025947,6.060542,7.941011
904,0.20086488,6.927684,7.2663546
905,0.35911483,7.091919,7.3497887
906,-0.19464023,7.202407,7.0211983
907,0.1163532,6.6312943,7.7620516
908,-0.37240204,6.9900503,7.1593375
909,0.083314635,6.7966065,7.4444747
910,0.08104025,6.736037,7.475
911,-0.35564342,6.7518377,7.514262
912,-2.3456178,7.3093033,6.4656477
913,0.04273467,6.3990664,7.766122
914,-0.0483608,6.446949,7.7200346
915,-0.9471054,6.7975645,7.378278
916,-1.6214033,7.3753805,6.8916764
917,-0.78658116,6.348312,7.1277366
918,-1.7741468,5.592973,8.340825
919,-2.8414361,7.0774345,6.488511
920,-3.383939,5.8979816,7.168914
921,-4.7385206,7.105924,5.708873
922,-1.5543687,8.687825,6.0125647
923,2.5317597,6.386378,7.5262327
924,-0.77652603,8.26802,2.6440666
925,0.008259612,9.586809,4.8636365
926,1.260852,6.066047,7.8624854
927,-0.6946477,4.914486,7.6332493
928,1.9005554,2.5706635,9.001476
929,1.8837967,3.0387096,8.282049
930,-3.1892986,0.15262377,9.71372
931,7.027518,5.438794,4.3305902
932,5.275038,4.805555,6.34283
933,6.176416,4.9982796,6.9832516
934,5.651031,4.65317,6.658014
935,7.4722214,6.3357434,1.0950851
936,5.5370717,4.545077,7.751877
937,2.429771,1.8520749,10.081096
938,0.9187355,5.0862627,8.538098
939,0.64868104,4.672802,9.175049
940,0.8227321,4.821834,8.798218
941,0.8299143,5.102063,9.00016
942,0.7118853,5.5189962,8.689047
943,0.96446264,5.7763615,8.114463
944,0.7310381,5.473508,8.466395
945,0.99079776,5.7165093,8.185089
946,3.8385782,7.350482,3.947534
947,-0.94722515,4.4332724,9.019432
948,0.80645216,6.37728,7.4512978
949,0.8137542,6.445632,7.7891054
950,1.3982735,4.3621674,8.898052
951,-4.529754,5.3150187,7.2953224
952,-1.3788816,1.3843875,11.482361
953,-1.5443133,5.5124125,8.249849
954,0.15860905,7.2423887,7.39755
955,-1.9873412,3.2813516,8.730824
956,-6.1103387,5.425507,4.9370146
957,-1.5524535,5.683111,8.06682
958,-0.4073559,6.0253477,7.992364
959,-0.9041314,5.7033415,8.590889
960,-2.7224493,5.8828993,7.408204
961,-0.009935513,2.0607204,8.973944
962,1.6372044,0.5296943,10.045303
963,1.0171328,2.122967,9.821455
964,5.349254,-2.7772744,6.5445337
965,2.30851,4.3388247,8.316884
966,-1.0824916,5.506666,8.611478
967,-1.0074366,5.6122456,8.351599
968,-0.59421533,5.5224676,8.455862
969,-0.08690579,4.428963,8.998243
970,0.72217983,4.7384,8.915527
971,-0.49330407,5.0130033,8.743872
972,0.3759932,5.5236645,8.663071
973,1.6917899,6.1567845,7.812209
974,1.0613039,6.190541,7.955137
975,0.9978603,6.2426124,7.892171
976,0.983376,6.267631,7.8828344
977,0.76132333,6.2311206,7.9088106
978,0.80429745,6.3055773,7.8374662
979,0.77880025,6.332511,7.839381
980,0.8016639,6.3341866,7.8260946
981,0.7449239,6.33287,7.8356705
982,0.74887407,6.3262873,7.8420143
983,0.6950069,6.3114424,7.8659563
984,0.72732735,6.3210196,7.866674
985,0.741213,6.3225756,7.8454857
986,0.7631189,6.325568,7.8349524
987,0.7567746,6.315992,7.8384237
988,0.70697737,6.31252,7.864999
989,0.7306789,6.32054,7.8551826
990,0.7307986,6.321019,7.837227
991,0.7609642,6.323533,7.8392615
992,0.73929775,6.3176675,7.850873
993,0.7063788,6.3113227,7.857576
994,0.7051817,6.31252,7.8511124
995,0.7299608,6.3118014,7.856978
996,0.74360704,6.3122807,7.8544645
997,0.7339109,6.308809,7.863083
998,0.75066966,6.315393,7.849317
999,0.70374525,6.311562,7.851232
1000,0.6922537,6.3061757,7.8606887
1001,0.7030271,6.3218565,7.853985
1002,0.71068823,6.321258,7.844648
1003,0.7206237,6.3191037,7.842734
1004,0.71655375,6.310485,7.8623643
1005,0.6675943,6.310365,7.863801
1006,0.68243796,6.3097672,7.857816
1007,0.71607494,6.3143153,7.8386626
1008,0.7057804,6.3115625,7.853865
1009,0.7109276,6.317069,7.8512316
1010,0.69476736,6.3159914,7.860808
1011,0.6679536,6.3021064,7.8629637
1012,0.69548565,6.3042603,7.8714623
1013,0.695366,6.3092885,7.8576965
1014,0.687226,6.3065352,7.8602104
1015,0.69943595,6.3061757,7.8570976
1016,0.662088,6.299832,7.8670325
1017,0.6789664,6.2968388,7.866435
1018,0.6739389,6.2946844,7.870744
1019,0.6784876,6.3019857,7.858175
1020,0.39837807,6.2930093,7.879483
1021,0.3952657,6.4086432,7.701481
1022,0.44961175,6.2183123,7.934188
1023,-0.26263267,5.5965652,8.440779
1024,0.7980728,5.8301086,8.754645
1025,-1.486376,4.469902,8.114942
1026,-0.81004333,6.004878,8.671451
1027,-0.045368172,5.8697314,8.153128
1028,0.7658722,7.343418,6.9395585
1029,0.67681175,7.3394685,6.86606
1030,0.6629259,7.3472495,6.9093943
1031,0.72912276,7.2100677,7.8622446
1032,-0.8943156,8.291243,5.5284777
1033,0.20014665,8.220497,5.203838
1034,0.82345027,5.417008,9.272488
1035,0.74217063,5.616436,8.629792
1036,0.18949293,6.9661093,7.365589
1037,0.050395776,6.6636147,7.4893646
1038,-0.002034986,6.7498016,7.514262
1039,0.062485974,6.6883936,7.569566
1040,0.6404214,6.2259736,8.180899
1041,0.11144529,6.2015543,7.906536
1042,0.5470516,6.0296574,8.030669
1043,0.172016,6.4130716,7.7045927
1044,0.22432706,6.5004563,7.6917853
1045,-0.09348955,6.606635,7.7970047
1046,-0.93513507,6.545226,7.566096
1047,0.12688723,6.710659,7.6573105
1048,-0.35073546,7.1924706,7.1719065
1049,-0.0994748,7.245141,6.9806185
1050,0.2662238,6.914038,7.3039412
1051,-0.4873188,6.445033,7.8928885
1052,-0.6704674,6.801515,7.1586204
1053,-0.890485,6.985022,7.307771
1054,0.6595742,7.1080794,7.090747
1055,0.55734617,7.2492113,7.0677633
1056,0.41573524,7.3725066,6.840802
1057,0.34068027,7.1388426,7.1380296
1058,0.41190466,7.244303,7.090747
1059,0.5289761,7.251845,7.0827265
1060,0.4729542,7.4120092,6.8598356
1061,0.42195988,7.4806013,6.8013
1062,0.41286224,7.46049,6.796392
1063,0.3101555,7.449717,6.911907
1064,0.29052392,7.4709044,6.7844214
1065,0.23342463,7.50945,6.794117
1066,0.082476705,7.5368624,6.759164
1067,0.16878396,7.5016694,6.832902
1068,0.17524804,7.473059,6.805969
1069,0.1600455,7.4412184,6.852295
1070,0.06906975,7.288474,7.009347
1071,-0.5605782,7.5432067,7.0042
1072,0.9755951,7.098502,8.101893
1073,0.53723574,7.005014,7.219429
1074,0.1502297,7.032186,7.5036087
1075,0.2841795,7.0508604,7.306095
1076,0.28046867,7.09934,7.225175
1077,0.39718097,7.1032906,7.218592
1078,0.5259835,7.0873704,7.173822
1079,0.4889946,6.9863396,7.332312
1080,0.8951535,7.3923783,6.7783165
1081,0.9293891,7.354312,6.9152594
1082,1.042989,7.373226,6.902211
1083,1.2122519,7.5266876,6.657654
1084,1.1921415,7.7365303,6.5205917
1085,1.0165344,7.741079,6.365096
1086,1.2257786,7.616824,6.5457296
1087,1.1835226,7.691401,6.4899473
1088,1.1865152,7.720729,6.4530783
1089,1.137197,7.6085653,6.572066
1090,0.7534229,7.312654,6.8308663
1091,-0.44602054,7.599707,6.6321573
1092,0.61384696,7.3473687,6.8947897
1093,0.5584235,7.202286,6.9572744
1094,0.40903178,7.2004905,7.072671
1095,0.45655465,7.186366,7.1139693
1096,0.4532029,7.18493,7.052081
1097,0.42746633,7.1998916,7.0797334
1098,0.4277057,7.205878,7.0863175
1099,0.43428952,7.1892385,7.0865564
1100,0.43740177,7.1745157,7.1176805
1101,0.43357134,7.14842,7.1267776
1102,0.45978665,7.1506944,7.1243834
1103,0.49031144,7.148059,7.133003
1104,0.5225121,7.1333365,7.1465287
1105,0.49976817,7.132618,7.143776
1106,0.48193207,7.1277113,7.1059484
1107,0.5226318,7.090123,7.2375045
1108,0.4645748,7.1049666,7.157303
1109,0.50826716,7.0994606,7.1711884
1110,0.47187692,7.120767,7.151437
1111,-1.0086339,7.8995676,7.3828263
1112,1.902351,6.96575,6.9242373
1113,3.4478612,6.5763497,6.5561438
1114,2.1493025,6.9518647,6.98792
1115,0.5571068,7.0282354,7.2612066
1116,0.4212417,7.0048943,7.2922087
1117,0.48468533,6.973531,7.3117228
1118,0.5122174,6.9475546,7.294484
1119,0.48384738,6.9759254,7.30466
1120,0.4820518,6.9797564,7.325129
1121,0.45428023,6.9935217,7.280838
1122,0.48384732,7.0179415,7.352781
1123,0.6051084,7.0713296,7.197882
1124,0.58846945,7.0552893,7.2375045
1125,0.57470345,7.0497828,7.218232
1126,0.5539944,7.053134,7.2309217
1127,0.57362604,7.0636687,7.2203865
1128,0.5762595,7.0423613,7.2345123
1129,0.5434604,7.0551705,7.2406173
1130,0.5482486,7.0288343,7.265396
1131,0.58607537,7.0361366,7.2178726
1132,0.5804492,7.0410447,7.24337
1133,0.5787734,7.055768,7.225175
1134,0.55902207,7.0692954,7.2248163
1135,0.55279744,7.0482254,7.2325964
1136,0.5690774,7.0329046,7.2215834
1137,0.61791694,7.0284758,7.2269697
1138,0.58416003,7.0354185,7.217276
1139,0.5832025,7.025962,7.2638397
1140,0.5979262,7.008724,7.2456446
1141,0.55100185,7.023567,7.2450457
1142,0.60905874,7.015668,7.2395387
1143,0.589068,7.029313,7.255221
1144,0.60570705,7.0159073,7.263961
1145,0.5798507,7.0250044,7.2779646
1146,0.604031,7.009202,7.2495947
1147,0.5773369,6.99831,7.291014
1148,0.59026504,6.993641,7.2491164
1149,0.5893074,6.9905295,7.2790427
1150,0.5840404,7.011477,7.265516
1151,0.5894271,7.006569,7.235709
1152,0.58128715,7.0139914,7.259411
1153,0.59134245,6.98598,7.263002
1154,0.5488471,7.0007043,7.276648
1155,0.5696758,6.995318,7.250313
1156,0.6090587,7.001063,7.259172
1157,0.5824842,6.9965143,7.2352304
1158,0.5940956,6.9998655,7.274254
1159,0.57709754,6.977601,7.30418
1160,0.57973105,6.9893317,7.278923
1161,0.5859557,6.9851427,7.299512
1162,0.5677605,7.0010633,7.2596498
1163,0.5949335,6.9975915,7.283352
1164,0.57470345,6.9914865,7.2849073
1165,0.5832024,6.9789176,7.2845488
1166,0.585836,6.9974723,7.267072
1167,0.57242906,6.9962754,7.2651567
1168,0.5508821,7.028834,7.2746134
1169,0.5623739,6.9998655,7.274134
1170,0.55830383,6.993163,7.2553415
1171,0.54573476,6.993881,7.305856
1172,0.5997217,6.9814315,7.260249
1173,0.58583593,6.9993873,7.2867026
1174,0.59289855,6.9968743,7.2701845
1175,0.598405,6.992564,7.253904
1176,0.568359,6.970777,7.3033423
1177,0.5583038,6.9804735,7.2828727
1178,0.5521989,6.9967537,7.2845488
1179,0.5806886,6.9969926,7.2919693
1180,0.57566106,6.995436,7.2700653
1181,0.5755414,6.9920845,7.283232
1182,0.56823933,6.96587,7.3186646
1183,0.57015455,6.959765,7.3148336
1184,0.571591,6.988734,7.299154
1185,0.5960108,6.986579,7.293168
1186,0.51425236,7.0011826,7.271501
1187,0.3829361,7.1241198,7.160535
1188,-0.36438182,6.949949,6.665315
1189,-0.36246657,6.424205,7.7734237
1190,0.23773399,6.2677507,8.078551
1191,0.33996204,6.229804,7.9924836
1192,0.45260438,6.2379436,7.7302094
1193,-0.7086532,6.7737436,7.5233603
1194,-0.7370233,6.933908,7.313876
1195,-0.4545196,6.8383837,7.226611
1196,-0.98301685,7.0464315,7.029577
1197,-6.182521,2.033787,4.8924847
1198,-8.562375,0.74252975,-4.43217
1199,-7.5679855,-1.3423712,-5.4271574
1200,-6.702759,-3.8025467,-5.529745
1201,-6.6329703,-4.077749,-5.3775997
1202,-6.7997193,-3.6830814,-5.578345
1203,-6.6992874,-3.7134864,-5.614616
1204,-6.6766615,-3.6999602,-5.6103067
1205,-6.690309,-3.6793709,-5.621438
1206,-6.694379,-3.6742234,-5.6385565
1207,-6.7043138,-3.6653652,-5.6283813
1208,-6.7154465,-3.6557884,-5.6305366
1209,-6.705991,-3.651958,-5.6229954
1210,-6.7124543,-3.65136,-5.611862
1211,-6.7257414,-3.6373544,-5.616172
1212,-6.731008,-3.6255028,-5.602166
1213,-6.723108,-3.647409,-5.609229
1214,-6.7099404,-3.6143708,-5.6638145
1215,-6.7416625,-3.5661297,-5.629818
1216,-6.72251,-3.6198773,-5.6306562
1217,-6.7001243,-3.6180816,-5.6119823
1218,-6.720834,-3.6123364,-5.6057577
1219,-6.742261,-3.5735517,-5.6235933
1220,-6.718679,-3.573791,-5.648372
1221,-6.715088,-3.5761847,-5.6523223
1222,-6.7227488,-3.5680447,-5.6562734
1223,-6.735797,-3.5736713,-5.6548367
1224,-6.7101793,-3.5175297,-5.5710425
1225,-6.738191,-3.5467377,-5.6507664
1226,-6.7251444,-3.5384777,-5.673152
1227,-6.739627,-3.5368018,-5.672314
1228,-6.7295713,-3.5402737,-5.67782
1229,-6.729093,-3.546019,-5.68632
1230,-6.719756,-3.5473359,-5.672434
1231,-6.7102995,-3.5387173,-5.69817
1232,-6.714011,-3.535725,-5.6933813
1233,-6.725023,-3.5297394,-5.7018805
1234,-6.707067,-3.5281835,-5.711457
1235,-6.708265,-3.529859,-5.682967
1236,-6.704673,-3.5382385,-5.6963744
1237,-6.723108,-3.528782,-5.6674056
1238,-6.7664404,-3.5171707,-5.638198
1239,-6.7651253,-3.5263875,-5.6429853
1240,-6.7632093,-3.51753,-5.64143
1241,-0.27975047,6.378836,7.8622446
1242,-0.30644467,6.546543,7.741942
1243,-0.22971377,7.0045342,7.2233796
1244,1.2807229,5.35895,8.463641
1245,-1.3100508,7.5151963,5.7597475
1246,1.5836962,5.113555,8.944977
1247,-0.1746495,6.709582,7.4394464
1248,-0.6274933,7.2471757,7.0450187
1249,0.31350726,7.397525,6.7106833
1250,0.20529397,7.3029585,6.7731695
1251,0.9022161,7.249092,6.9242373
1252,0.8306325,7.437387,6.7542562
1253,0.73151684,7.426614,6.889882
1254,0.44099298,7.3582625,7.019643
1255,-0.047403153,7.194865,7.037478
1256,-0.13658336,7.227066,7.096133
1257,-0.10522065,7.110713,7.261566
1258,-0.39358982,7.294221,6.9307013
1259,-0.6853107,7.3737054,6.863307
1260,-0.52813816,7.3490458,7.0369987
1261,-0.5305323,7.3292937,6.9333344
1262,-0.3907169,7.274948,6.947221
1263,-0.18075447,7.16494,7.147606
1264,-0.14604002,7.221559,7.029218
1265,-0.17105836,7.242508,7.027302
1266,-0.18195151,7.2505274,7.0395126
1267,-0.13598481,7.252922,7.0279016
1268,-0.1305981,7.2478943,7.0155716
1269,-0.2303123,6.641828,7.595542
1270,-0.064760365,6.9541383,7.104033
1271,-0.492107,7.0058517,7.3130393
1272,-0.2889677,6.971615,7.2609663
1273,-0.2355793,6.897279,7.4882865
1274,-0.18374708,6.952822,7.3064547
1275,-0.16447458,6.8910546,7.3382964
1276,-0.20577276,6.734599,7.549576
1277,-0.2501833,6.817795,7.435736
1278,-0.27795488,6.8517904,7.4326234
1279,-0.35037634,6.920263,7.3253684
1280,-0.27017406,6.8793235,7.3987474
1281,-0.27125138,6.9002724,7.3630753
1282,-0.21977827,6.903025,7.3368597
1283,-0.22971377,6.899195,7.36559
1284,-0.23103054,6.9145164,7.3683424
1285,-0.28022927,6.881837,7.381748
1286,-0.252338,6.8744164,7.403296
1287,-0.033158265,6.7979226,7.5247965
1288,-0.09815805,6.855741,7.3839045
1289,-0.31937277,6.9442034,7.2935266
1290,-0.2645479,6.8800416,7.3772
1291,-0.12569019,6.842334,7.4082046
1292,-0.0629648,6.8460455,7.4426794
1293,-0.083793454,6.8375463,7.4260397
1294,-0.08894077,6.8179154,7.4420805
1295,-0.13957596,6.8174353,7.4319053
1296,-0.16531251,6.826772,7.415625
1297,-0.06069041,6.817675,7.4590783
1298,-0.029447416,6.826893,7.437771
1299,-0.03782676,6.8313217,7.423406
1300,-0.03483414,6.834792,7.444354
1301,-0.0676333,6.798163,7.474641
1302,-0.04285436,6.798642,7.4755983
1303,-0.049318437,6.7866707,7.497144
1304,-0.085948154,6.801156,7.50744
1305,0.079723485,6.7974443,7.449622
1306,0.07697027,6.8052244,7.421131
1307,0.09971421,6.797086,7.4615927
1308,0.15070851,6.8132467,7.443995
1309,0.15872875,6.816359,7.4140687
1310,0.13957594,6.814683,7.455369
1311,0.110008836,6.8170767,7.4402847
1312,0.056021906,6.7936144,7.4821806
1313,0.107255615,6.806183,7.447467
1314,0.11096647,6.8043876,7.476316
1315,0.08989842,6.796009,7.451537
1316,0.089659005,6.8031907,7.4453115
1317,0.045966692,6.7889457,7.4821825
1318,0.045487873,6.7729044,7.49092
1319,0.118388176,6.7877493,7.472486
1320,0.11838819,6.790023,7.4811044
1321,0.100193046,6.799121,7.461712
1322,0.11910641,6.7831993,7.475119
1323,0.067154475,6.763448,7.505645
1324,0.07732939,6.7757783,7.501095
1325,0.08606784,6.7706313,7.508877
1326,0.1066571,6.7753,7.4785905
1327,0.10055216,6.776017,7.48709
1328,0.078047626,6.763688,7.4942713
1329,0.09708069,6.7590194,7.5112696
1330,0.087025486,6.769314,7.4978647
1331,0.11096648,6.76297,7.5031295
1332,0.12293698,6.7630897,7.487329
1333,-1.2770123,7.0127945,7.1237845
1334,0.2495848,6.6508055,7.6167297
1335,0.20685014,6.6767817,7.571601
1336,0.08570874,6.7294526,7.5203676
1337,0.10701622,6.7271776,7.5249166
1338,0.19930872,6.6736693,7.616132
1339,0.32272452,6.543551,7.638158
1340,0.36617738,6.015173,8.057124
1341,-2.0752046,2.7237659,8.094471
1342,-3.900107,-1.0343705,8.376856
1343,0.13861832,0.23198815,9.950138
1344,0.10222801,0.24036749,9.946667
1345,0.0846314,0.25293654,9.9499
1346,0.06140863,0.27196962,9.940921
1347,0.055303674,0.26909667,9.953967
1348,0.056859843,0.2626326,9.954569
1349,0.04584699,0.27448344,9.948702
1350,0.04321348,0.27568045,9.945708
1351,0.052670173,0.26873755,9.948583
1352,0.08151907,0.2457542,9.923325
1353,0.14197005,0.22157383,9.954686
1354,0.14340651,0.22791818,9.950975
1355,0.14185037,0.2288758,9.952294
1356,0.14376564,0.22277088,9.947504
1357,0.14208975,0.2212147,9.942716
1358,0.14520209,0.23055169,9.955285
1359,0.1477159,0.21762352,9.935414
1360,0.1481947,0.22169355,9.947743
1361,0.14232917,0.2244467,9.952414
1362,0.14951146,0.22181323,9.951934
1363,0.14951147,0.21295507,9.952413
1364,0.14891294,0.22169352,9.948223
1365,0.14568093,0.22480586,9.948223
1366,0.14735678,0.21546884,9.941039
1367,0.15130705,0.22289059,9.949303
1368,0.14855382,0.21846148,9.950018
1369,0.15022969,0.23737487,9.951334
1370,-0.32356247,6.2858257,7.7990403
1371,-0.021427188,6.037678,8.021452
1372,-0.019392196,6.060542,8.068735
1373,0.1531026,6.118598,8.079748
1374,0.13466804,6.0434237,8.120329
1375,0.20038605,6.055633,8.13194
1376,0.20278016,6.007632,8.084895
1377,-2.5596507,6.9634767,6.917413
